date,MSFT,AAPL,CSCO,ORCL,GOOGL
2009-09-29,-0.003097,-0.004147,-0.01313,-0.002362,0.0
2009-09-30,-0.001165,-0.000162,0.010301,-0.013258,-0.005376
2009-10-01,-0.032659,-0.024225,-0.019116,-0.023033,-0.017445
2009-10-02,0.003215,0.022338,-0.01819,-0.000982,-0.005378
2009-10-05,-0.012821,0.006079,0.01191,0.002458,0.008131
2009-10-06,0.019075,0.021427,0.017873,0.007357,0.02092
2009-10-07,-0.000398,0.001263,0.011135,0.001461,0.037695
2009-10-08,0.022709,-0.005151,0.002541,0.011181,-0.006492
2009-10-09,-0.004675,0.00634,0.015209,-0.000481,0.004026
2009-10-12,0.006654,0.001785,-0.010237,-0.000964,0.01509
2009-10-13,0.003499,-0.00414,0.004457,0.00917,0.00395
2009-10-14,0.005812,0.006683,0.020511,0.013391,0.017506
2009-10-15,0.028891,-0.003816,-0.000574,0.006135,-0.010106
2009-10-16,-0.007862,-0.013172,-0.0142,0.022983,0.037629
2009-10-19,-0.005283,0.009625,0.009575,0.027969,0.004074
2009-10-20,0.000379,0.046877,-0.005773,-0.010259,-0.00067
2009-10-21,0.007964,0.030992,-0.006222,-0.00721,-0.001124
2009-10-22,0.000376,0.001366,0.009182,0.007263,0.005426
2009-10-23,0.05378,-0.00614,-0.000414,-0.006309,-0.000722
2009-10-26,0.023555,-0.007159,-0.019446,-0.002721,0.000939
2009-10-27,-0.003138,-0.025237,-0.006751,-0.005457,-0.010682
2009-10-28,-0.019937,-0.025181,-0.02209,-0.026063,-0.014573
2009-10-29,0.007138,0.02053,0.02172,0.007042,0.019896
2009-10-30,-0.017364,-0.03998,-0.030187,-0.016317,-0.027094
2009-11-02,0.005409,0.004297,0.00833,-0.000474,-0.003973
2009-11-03,-0.012554,-0.002958,-0.003913,-0.009483,0.00618
2009-11-04,0.019252,0.010914,0.016587,0.000479,0.005658
2009-11-05,0.014612,0.016876,0.027484,0.020096,0.015398
2009-11-06,0.001756,0.001597,-0.004601,0.00469,0.004465
2009-11-09,0.01648,0.036637,0.007137,0.019141,0.020704
2009-11-10,0.00069,0.007545,-0.014173,-0.001374,0.007555
2009-11-11,0.003792,0.00133,0.011417,0.004587,0.006705
2009-11-12,0.008242,-0.006199,-0.021739,0.006393,-0.00475
2009-11-13,0.009196,0.012179,0.013248,0.013612,0.007396
2009-11-16,-0.003037,0.010663,0.006748,0.021934,0.007395
2009-11-17,0.019973,0.001791,0.009217,-0.001314,0.0021
2009-11-18,0.003667,-0.005024,-0.003736,0.0,-0.001455
2009-11-19,-0.01096,-0.026462,-0.013333,-0.017982,-0.006347
2009-11-20,-0.005373,-0.002942,-0.009291,-0.002233,-0.005281
2009-11-23,0.010804,0.029812,0.018755,0.011638,0.021731
2009-11-24,-0.001002,-0.006994,-0.006695,-0.020354,0.001271
2009-11-25,-0.004012,-0.001223,0.0,0.020777,0.004545
2009-11-27,-0.019134,-0.017631,-0.015164,-0.022566,-0.010209
2009-11-30,0.006502,-0.00339,0.000855,-0.000453,0.005589
2009-12-01,0.020401,-0.014707,0.022222,0.016304,0.011784
2009-12-02,-0.007664,-0.003757,-0.00209,0.009804,-0.004001
2009-12-03,0.001679,0.001274,-0.001676,-0.000883,-0.003013
2009-12-04,0.005028,-0.016083,0.013848,0.008392,-0.001246
2009-12-07,-0.006338,-0.022605,0.00207,-0.015331,0.00212
2009-12-08,-0.007385,0.004869,-0.016522,-0.025356,0.001365
2009-12-09,0.004735,0.041766,0.0021,0.001826,0.003356
2009-12-10,0.005385,-0.006926,0.003353,0.029157,0.00421
2009-12-11,-0.00067,-0.00896,-0.007185,0.008411,-0.001674
2009-12-14,0.00871,0.011866,0.003029,0.023266,0.00884
2009-12-15,-0.002989,-0.014265,-0.015101,-0.006349,-0.004348
2009-12-16,0.002665,0.004429,-0.001278,-0.001813,0.007789
2009-12-17,-0.016611,-0.016254,-0.011514,-0.010381,-0.006391
2009-12-18,0.025676,0.018607,0.006471,0.063811,0.004175
2009-12-21,0.00527,0.014327,0.013288,0.003698,0.003789
2009-12-22,0.00983,0.010745,0.004653,0.001228,0.004076
2009-12-23,0.003245,0.008684,0.001263,0.011038,0.017567
2009-12-24,0.002587,0.034339,0.007569,0.008896,0.011117
2009-12-28,0.005484,0.012294,0.005008,0.000802,0.007098
2009-12-29,0.007058,-0.011861,0.000831,0.001602,-0.005571
2009-12-30,-0.013699,0.012147,0.00332,-0.003199,0.005376
2009-12-31,-0.015504,-0.00429,-0.009926,-0.016045,-0.004416
2010-01-04,0.01542,0.015555,0.031328,0.013045,0.01092
2010-01-05,0.000323,0.001729,-0.004455,-0.001207,-0.004404
2010-01-06,-0.006137,-0.015906,-0.006509,-0.014505,-0.025209
2010-01-07,-0.010335,-0.001849,0.004505,-0.003271,-0.02328
2010-01-08,0.00683,0.006648,0.0053,0.012305,0.013331
2010-01-11,-0.01272,-0.008822,-0.002839,0.000405,-0.001512
2010-01-12,-0.006607,-0.011375,-0.01586,-0.005265,-0.017684
2010-01-13,0.009312,0.014106,0.018182,0.009772,-0.005741
2010-01-14,0.020099,-0.005792,0.012581,0.02379,0.004701
2010-01-15,-0.00323,-0.016712,-0.022044,-0.003946,-0.016699
2010-01-19,0.007777,0.044238,0.018443,0.003566,0.013138
2010-01-20,-0.01656,-0.015416,-0.017706,-0.010659,-0.01227
2010-01-21,-0.0188,-0.017254,-0.017616,-0.009178,0.004428
2010-01-22,-0.034988,-0.049608,-0.042118,-0.027386,-0.056554
2010-01-25,0.012431,0.026928,0.000871,-0.004969,-0.0182
2010-01-26,0.006139,0.014108,-0.003915,-0.006242,0.004481
2010-01-27,0.005763,0.00944,0.010917,-0.000837,-0.00059
2010-01-28,-0.017189,-0.04134,-0.027214,-0.016345,-0.014407
2010-01-29,-0.033608,-0.036264,-0.00222,-0.017469,-0.008134
2010-02-01,0.008162,0.013886,0.011571,0.006938,0.005804
2010-02-02,0.00176,0.005803,0.012759,0.023256,-0.003565
2010-02-03,0.005973,0.017206,0.002172,-0.000421,0.018263
2010-02-04,-0.027593,-0.036039,0.003901,-0.026947,-0.025964
2010-02-05,0.006466,0.017756,0.023316,0.019039,0.008565
2010-02-08,-0.010707,-0.006856,-0.008481,-0.018259,0.004103
2010-02-09,0.010462,0.010664,0.016639,0.016869,0.005567
2010-02-10,-0.000714,-0.005474,-0.005442,-0.017014,-0.003719
2010-02-11,0.004645,0.018215,0.007155,0.010385,0.003658
2010-02-12,-0.006757,0.008607,-0.007104,0.00257,-0.006115
2010-02-16,0.019692,0.015071,0.010101,0.017087,0.015344
2010-02-17,0.008466,-0.004179,0.002917,0.01554,-0.005714
2010-02-18,0.013256,0.001866,0.008725,0.014061,0.009314
2010-02-19,-0.006869,-0.006199,0.003295,-0.008157,-0.004523
2010-02-22,-0.00139,-0.006218,-0.002463,0.020148,0.003767
2010-02-23,-0.013923,-0.01675,-0.010288,-0.013301,-0.014241
2010-02-24,0.01059,0.018253,0.012058,0.011846,-0.006728
2010-02-25,-0.001048,0.006698,-0.000411,0.004037,-0.009483
2010-02-26,0.002448,0.01297,0.0,-0.008846,0.000703
2010-03-01,0.012208,0.021357,0.011097,0.003651,0.011181
2010-03-02,-0.019297,-0.00067,0.000407,-0.006467,0.015713
2010-03-03,0.0,0.002298,0.009346,-0.003255,0.007873
2010-03-04,0.005973,0.006592,0.004428,0.010612,0.016999
2010-03-05,-0.001484,0.039106,0.010421,0.007674,0.017346
2010-03-08,0.001487,0.000594,0.036494,-0.01002,-0.003066
2010-03-09,0.005938,0.017984,0.0,0.007287,-0.004071
2010-03-10,0.005903,0.008161,-0.009874,-0.000402,0.029026
2010-03-11,0.007249,0.002935,0.003788,0.010856,0.008136
2010-03-12,0.003084,0.004878,-0.003466,-0.00358,-0.002753
2010-03-15,0.000683,-0.01218,0.007728,0.009182,-0.028229
2010-03-16,0.002731,0.002725,0.002684,-0.002769,0.003587
2010-03-17,0.008853,-0.00147,0.004207,0.010313,0.000637
2010-03-18,-0.000675,0.002365,0.003046,-0.003534,0.001485
2010-03-19,-0.000675,-0.010684,-0.007213,-0.007486,-0.0113
2010-03-22,0.000338,0.011249,0.004971,0.014688,-0.004464
2010-03-23,0.009459,0.016062,0.013699,0.016823,-0.015247
2010-03-24,-0.007697,0.004423,-0.007132,-0.00885,0.015173
2010-03-25,0.012142,-0.011859,-0.000756,0.01087,0.009958
2010-03-26,-0.011663,0.018751,0.001476,-0.013441,-0.000338
2010-03-29,-0.00236,0.006453,0.001549,-0.004671,-0.000427
2010-03-30,0.006083,0.014867,0.005281,-0.001173,0.007574
2010-03-31,-0.016208,-0.003583,-0.023265,0.006656,0.000723
2010-04-01,-0.004353,0.004128,-0.007683,-0.009724,0.002962
2010-04-05,0.003772,0.010679,0.013163,0.004713,0.003885
2010-04-06,0.001708,0.004403,0.001911,0.009773,-0.004886
2010-04-07,0.001023,0.004425,0.004577,0.003097,-0.008236
2010-04-08,0.019421,-0.002702,-0.002278,-0.003088,0.007009
2010-04-09,0.014037,0.007668,0.012177,0.011614,-0.002238
2010-04-12,-0.000659,0.002068,-0.002632,0.004592,0.011497
2010-04-13,0.004288,0.000578,-0.003392,0.005725,0.024514
2010-04-14,0.012151,0.013447,0.016641,0.001233,0.0038
2010-04-15,0.001622,0.013147,0.012277,-0.006917,0.010696
2010-04-16,-0.006479,-0.006106,-0.008453,-0.009542,-0.075853
2010-04-19,0.012031,-0.001334,0.003336,0.009249,-8.2e-05
2010-04-20,0.010342,-0.010038,0.004064,-0.001527,0.00898
2010-04-21,-0.000893,0.059814,0.002207,0.005354,-0.001333
2010-04-22,0.001851,0.027967,0.002937,-0.001902,-0.013062
2010-04-23,-0.013699,0.016364,0.00549,0.009242,-0.003784
2010-04-26,0.004845,-0.004911,0.00364,-0.000472,-0.024496
2010-04-27,-0.008518,-0.027681,-0.020312,-0.018512,-0.004853
2010-04-28,0.002107,-0.001679,0.001037,-0.004619,0.000246
2010-04-29,0.003009,0.026911,0.018197,0.004254,0.00531
2010-04-30,-0.015095,-0.028105,-0.021794,-0.003947,-0.011852
2010-05-03,0.010644,0.020146,0.022651,0.005509,0.00933
2010-05-04,-0.023655,-0.028797,-0.035675,-0.039985,-0.045665
2010-05-05,-0.009293,-0.010418,-0.000282,-0.001201,0.006695
2010-05-06,-0.029146,-0.03803,-0.04,-0.041299,-0.021755
2010-05-07,-0.02657,-0.042193,-0.030524,-0.020912,-0.01109
2010-05-10,0.025877,0.076868,0.057467,0.041862,0.057813
2010-05-11,-0.002073,0.009961,-0.006506,-0.0082,-0.024154
2010-05-12,0.019391,0.021714,0.030046,0.016949,-0.00719
2010-05-13,-0.006794,-0.014232,-0.045251,-0.014634,0.010863
2010-05-14,-0.010602,-0.017572,-0.02311,-0.018977,-0.006557
2010-05-17,0.000346,0.001576,-0.002807,-0.001682,0.000867
2010-05-18,-0.007343,-0.007317,-0.020406,-0.013058,-0.018899
2010-05-19,-0.012501,-0.01593,-0.004207,-0.010243,-0.007906
2010-05-20,-0.040014,-0.042603,-0.039159,-0.036223,-0.039278
2010-05-21,-0.009959,0.019179,0.006435,-0.008389,-0.006231
2010-05-24,-0.021237,0.018323,-0.003836,0.005302,0.010825
2010-05-25,-0.007613,-0.006241,-0.002567,-0.003591,-0.000189
2010-05-26,-0.04066,-0.004531,-0.018018,-0.013086,-0.003354
2010-05-27,0.039584,0.037856,0.034076,0.030603,0.031527
2010-05-28,-0.007692,0.013933,-0.021546,-0.000443,-0.009848
2010-06-01,0.003488,0.015377,-0.006908,-0.016393,-0.006713
2010-06-02,0.022016,0.011962,0.015217,0.01982,0.022804
2010-06-03,0.015117,-0.003145,0.015846,0.008834,0.024789
2010-06-04,-0.039836,-0.027193,-0.032251,-0.031086,-0.013608
2010-06-07,-0.019387,-0.019632,-0.008495,-0.019544,-0.026468
2010-06-08,-0.007117,-0.006416,0.008568,0.002881,-0.001524
2010-06-09,-0.012744,-0.024586,-0.007624,-0.01011,-0.022196
2010-06-10,0.008471,0.030058,-0.000329,0.030873,0.027404
2010-06-11,0.0264,0.011976,0.005928,0.021842,0.003059
2010-06-14,-0.00643,0.003037,-0.006657,0.0,-0.01087
2010-06-15,0.042655,0.021276,0.025269,0.022477,0.03063
2010-06-16,-0.009875,0.029112,-0.001714,-0.000862,0.006586
2010-06-17,0.0019,0.017287,-0.005195,-0.004746,-0.002374
2010-06-18,0.002655,0.008107,0.013855,0.005635,-0.0001
2010-06-21,-0.018533,-0.014244,-0.006386,-0.004741,-0.022939
2010-06-22,-0.006936,0.013621,-0.015853,-0.008662,-0.004728
2010-06-23,-0.017928,-0.010517,-0.004789,-0.009174,-0.008638
2010-06-24,-0.01217,-0.00727,-0.012686,-0.020282,-0.014418
2010-06-25,-0.0187,-0.00855,-0.017169,0.019802,-0.005094
2010-06-28,-0.00907,0.005999,0.010707,-0.009267,-0.001269
2010-06-29,-0.041135,-0.045211,-0.035682,-0.03118,-0.037748
2010-06-30,-0.01287,-0.018113,-0.014339,-0.013333,-0.020495
2010-07-01,0.006519,-0.012126,-0.002346,0.004194,-0.012271
2010-07-02,0.00475,-0.006198,-0.006115,0.012993,-0.00669
2010-07-06,0.023636,0.006844,0.009939,0.022446,-0.001099
2010-07-07,0.020151,0.040361,0.053421,0.034386,0.032403
2010-07-08,0.004506,-0.002223,0.003114,0.005739,0.014127
2010-07-09,-0.005715,0.005928,0.006652,0.00646,0.02394
2010-07-12,0.023074,-0.008994,0.007048,0.002567,0.01784
2010-07-13,0.012082,-0.021327,0.010061,0.014115,0.028098
2010-07-14,0.012336,0.003689,0.028151,0.009701,0.004366
2010-07-15,0.002752,-0.005053,0.007582,-0.004595,0.005463
2010-07-16,-0.024304,-0.006164,-0.048913,-0.0235,-0.069663
2010-07-19,0.01366,-0.017287,-0.000879,0.013752,0.014306
2010-07-20,0.009909,0.025694,0.014078,0.013989,0.033056
2010-07-21,-0.014129,0.009329,-0.021258,-0.01505,-0.008493
2010-07-22,0.028662,0.018817,0.031472,0.031834,0.015309
2010-07-23,-0.001161,0.003536,0.003438,0.007816,0.010829
2010-07-26,0.011236,-0.002539,0.011135,0.005714,-0.002224
2010-07-27,0.002299,0.018513,-0.01313,-0.002841,0.007485
2010-07-28,-0.008027,-0.011815,0.003863,-0.011803,-0.016808
2010-07-29,0.003083,-0.010921,-0.007696,-0.023888,0.001321
2010-07-30,-0.008452,-0.003332,-0.006032,-0.002532,-0.000289
2010-08-02,0.020147,0.017882,0.031643,0.027496,0.011468
2010-08-03,-0.006457,0.000305,0.00084,-0.003294,-0.001183
2010-08-04,-0.016437,0.004009,0.013434,0.011566,0.033665
2010-08-05,-0.013991,-0.004867,0.001243,-0.008167,0.003516
2010-08-06,0.007095,-0.006148,-0.004137,0.003705,-0.015509
2010-08-09,0.002348,0.006379,0.029082,-0.004922,0.010256
2010-08-10,-0.021086,-0.00894,-0.018571,0.001237,-0.003245
2010-08-11,-0.008377,-0.035542,-0.023859,-0.025937,-0.023764
2010-08-12,-0.014883,0.006395,-0.099874,-0.030431,0.000549
2010-08-13,-0.003675,-0.010684,0.0,-0.012206,-0.011504
2010-08-16,0.004098,-0.005861,0.025749,0.002648,-0.001563
2010-08-17,0.013878,0.017485,0.00639,0.014305,0.010153
2010-08-18,0.004452,0.004366,0.016327,0.001953,-0.017064
2010-08-19,-0.01531,-0.012605,-0.008478,-0.003898,-0.02941
2010-08-20,-0.008593,-0.00096,0.00045,0.00087,-0.012715
2010-08-23,0.002064,-0.015382,-0.024741,-0.007819,0.004437
2010-08-24,-0.009885,-0.023881,-0.025369,-0.018827,-0.027323
2010-08-25,0.002496,0.012337,0.003786,0.000446,0.007156
2010-08-26,-0.011618,-0.010746,-0.024045,-0.007583,-0.008007
2010-08-27,0.004618,0.005577,0.005314,0.011685,0.017407
2010-08-30,-0.012119,0.003642,-0.023546,-0.021768,-0.013382
2010-08-31,-0.007403,0.002474,-0.016486,-0.007947,-0.005898
2010-09-01,0.018538,0.029741,0.01376,0.035477,0.022921
2010-09-02,0.001674,0.00735,0.012833,-0.006189,0.00618
2010-09-03,0.01462,0.026173,0.025341,0.019573,0.015372
2010-09-07,-0.013586,-0.00371,-0.021863,0.058682,-0.012545
2010-09-08,-0.001252,0.019821,0.002915,-0.005151,0.013308
2010-09-09,0.003343,0.00057,-0.001453,0.007871,0.0119
2010-09-10,-0.006664,0.001292,0.000485,0.029593,-8.4e-05
2010-09-13,0.05283,0.013781,0.031038,0.002395,0.012874
2010-09-14,-0.003186,0.00382,0.008937,0.010753,-0.003815
2010-09-15,0.003396,0.008058,0.006527,0.014184,0.000437
2010-09-16,0.008561,0.023499,0.015748,-0.014763,0.000874
2010-09-17,-0.004343,-0.004339,-0.003078,0.083596,0.018896
2010-09-20,0.008327,0.028544,-0.00515,0.0004,0.036989
2010-09-21,-0.011011,0.001907,-0.005053,-0.024408,0.010191
2010-09-22,-0.021471,0.014026,0.001386,0.014169,0.004947
2010-09-23,-0.007314,0.004066,-0.006461,-0.002941,-0.004884
2010-09-24,0.014122,0.011768,0.02601,-0.0059,0.026895
2010-09-27,-0.001715,-0.003955,0.000905,-0.000371,0.005917
2010-09-28,-0.002224,-0.014782,-0.011194,0.008905,-0.006108
2010-09-29,-0.007193,0.001778,0.000343,-0.000754,0.000986
2010-09-30,-0.000408,-0.012597,0.001372,-0.01176,-0.003601
2010-10-01,-0.004492,-0.004335,0.000457,0.014339,-0.000323
2010-10-04,-0.019278,-0.013734,-0.006846,-0.010465,-0.006221
2010-10-05,0.018402,0.036965,0.01034,0.01487,0.030401
2010-10-06,0.003285,0.000865,0.014328,0.010256,-0.007209
2010-10-07,0.004093,0.000104,0.004036,0.003988,-0.008122
2010-10-08,0.001631,0.016769,0.00402,0.011195,0.011962
2010-10-11,0.000814,0.004387,-0.000445,-0.005357,0.004643
2010-10-12,0.00976,0.010767,0.006676,0.003591,0.004732
2010-10-13,0.02054,0.005359,0.024757,0.023256,0.003528
2010-10-14,-0.004341,0.00723,-0.004746,-0.009441,-0.004362
2010-10-15,0.012287,0.041117,0.012571,0.02012,0.111881
2010-10-18,0.010963,0.010358,-0.002783,0.011419,0.027035
2010-10-19,-0.027885,-0.026761,-0.013952,-0.003421,-0.015995
2010-10-20,0.008367,0.00336,0.01872,-0.016821,0.000247
2010-10-21,0.004346,-0.003253,-0.005983,0.006285,0.006596
2010-10-22,-0.001672,-0.006623,0.009458,0.005985,0.000882
2010-10-25,-0.007388,0.004456,0.005537,-0.00526,0.006481
2010-10-26,0.028186,-0.002558,-0.009106,-0.007282,0.003406
2010-10-27,0.005791,-0.000714,-0.004488,0.002445,-0.003443
2010-10-28,0.008829,-0.008414,-0.004294,0.022997,0.003423
2010-10-29,0.01465,-0.013956,-0.01423,0.000681,-0.007889
2010-11-01,0.010688,0.010632,0.002625,-0.008509,0.002118
2010-11-02,0.016327,0.017029,0.010908,0.013817,0.000976
2010-11-03,-0.013143,0.01112,0.023306,-0.011259,0.00744
2010-11-04,0.00407,0.017487,0.021088,0.009247,0.006595
2010-11-05,-0.010685,-0.003582,0.002065,-0.007465,0.001298
2010-11-08,-0.00149,0.004698,0.005359,-0.007179,0.002704
2010-11-09,0.005222,-0.007972,-0.00164,-0.010331,-0.003111
2010-11-10,-0.000371,0.006169,0.005749,-0.00174,-0.003105
2010-11-11,-0.009651,-0.004323,-0.162107,-0.004096,-0.009135
2010-11-12,-0.015367,-0.027238,-0.018031,-0.008837,-0.022522
2010-11-15,-0.002665,-0.00323,-0.009926,0.002825,-0.012962
2010-11-16,-0.008779,-0.017734,-0.025815,-0.028873,-0.019732
2010-11-17,-0.009299,-0.003614,-0.001544,0.011965,-0.000291
2010-11-18,0.010462,0.026389,0.010564,0.014332,0.022295
2010-11-19,-0.005709,-0.005512,0.0,-0.005563,-0.009605
2010-11-22,0.001557,0.021615,-0.00255,-0.003641,0.00066
2010-11-23,-0.023708,-0.014775,-0.018405,-0.03066,-0.013887
2010-11-24,0.009952,0.019645,0.013542,0.020228,0.020514
2010-11-26,-0.001183,0.003065,0.004111,-0.009012,-0.008353
2010-11-29,-0.001184,0.003515,-0.005118,-0.009822,-0.013373
2010-11-30,-0.002074,-0.018052,-0.014403,-0.006429,-0.045352
2010-12-01,0.030981,0.016873,0.008351,0.02237,0.015548
2010-12-02,0.032642,0.005531,-0.005176,0.016275,0.013237
2010-12-03,0.004835,-0.002232,-0.007804,0.025267,0.002064
2010-12-06,-0.006662,0.008537,0.018747,-0.00269,0.009354
2010-12-07,0.001118,-0.00606,-0.00193,0.01105,0.015181
2010-12-08,0.013398,0.008799,-0.002063,0.006196,0.005791
2010-12-09,-0.005509,-0.003902,0.018088,0.001026,0.001626
2010-12-10,0.009601,0.00251,0.0,0.023411,0.0012
2010-12-13,-0.003475,0.003463,-0.006091,0.015696,0.004069
2010-12-14,0.013764,-0.00429,-0.002043,0.003123,0.000488
2010-12-15,0.008327,0.000218,-0.003582,-0.000656,-0.007749
2010-12-16,0.004937,0.002778,0.014381,-0.007215,0.002389
2010-12-17,-0.003037,-0.001992,-0.010127,0.039395,-0.001538
2010-12-20,-0.003315,0.004991,0.003581,0.006754,0.007211
2010-12-21,0.009349,0.006192,-0.004587,0.002684,0.013461
2010-12-22,0.004186,0.002946,0.001536,-0.003149,0.004013
2010-12-23,0.003991,-0.004798,0.006646,-0.00379,-0.002081
2010-12-27,-0.008127,0.003337,0.02387,0.003805,-0.003062
2010-12-28,-0.002137,0.002433,0.009425,-0.002843,-0.005744
2010-12-29,-0.001428,-0.000553,-0.004914,-0.002217,0.003473
2010-12-30,-0.00429,-0.005011,-0.000988,-0.006667,-0.003561
2010-12-31,0.002154,-0.003399,0.0,0.00032,-0.008166
2011-01-03,0.002508,0.021732,0.012852,0.010224,0.017476
2011-01-04,0.003842,0.005219,0.001464,-0.004428,-0.00369
2011-01-05,-0.003115,0.00818,0.012183,-0.013977,0.011543
2011-01-06,0.029286,-0.000808,0.008666,0.004188,0.007273
2011-01-07,-0.007634,0.007161,0.000955,-0.004491,0.004792
2011-01-10,-0.013287,0.018847,-0.008584,0.000322,-0.003618
2011-01-11,-0.003898,-0.00238,0.004329,-0.001611,0.002931
2011-01-12,0.015653,0.008137,0.011494,-0.001452,0.001396
2011-01-13,-0.012609,0.003658,-0.001894,0.007594,-0.000292
2011-01-14,0.003902,0.0081,0.006167,0.003688,0.012146
2011-01-18,0.012721,-0.022469,0.000236,0.009121,0.024753
2011-01-19,-0.006629,-0.005313,-0.018619,0.00222,-0.01232
2011-01-20,-0.004127,-0.01818,-0.002402,0.02231,-0.007883
2011-01-21,-0.011727,-0.017915,-0.002167,0.006346,-0.023837
2011-01-24,0.012848,0.032842,0.021472,-0.003383,-0.001226
2011-01-25,0.002467,0.011705,0.017478,-0.003395,0.01445
2011-01-26,0.011599,0.007176,-0.005571,0.008362,-0.005501
2011-01-27,0.003127,-0.001861,0.000934,0.011056,0.00047
2011-01-28,-0.03876,-0.020716,-0.023787,-0.027947,-0.025617
2011-01-31,-0.000937,0.00958,0.010511,0.000937,-0.001048
2011-02-01,0.009648,0.016828,0.01513,0.037777,0.017789
2011-02-02,-0.001875,-0.002058,0.006987,-0.002933,0.001571
2011-02-03,-0.010379,-0.002556,0.013414,-0.004601,-0.003023
2011-02-04,0.00434,0.00891,0.00639,-0.011216,0.00136
2011-02-07,0.015394,0.015527,-0.000907,0.011036,0.005426
2011-02-08,0.003014,0.009435,-0.001816,0.001516,0.00665
2011-02-09,-0.011049,0.008333,0.002274,-0.004269,-0.00304
2011-02-10,-0.016804,-0.010107,-0.141561,0.01128,-9.7e-05
2011-02-11,-0.009091,0.006515,-0.011628,0.006314,0.013075
2011-02-14,-0.000734,0.006529,0.005882,-0.005378,0.005845
2011-02-15,-0.00404,0.002005,-0.007443,-0.015921,-0.006368
2011-02-16,0.002226,0.008975,-0.004821,0.010684,0.000112
2011-02-17,0.007032,-0.013301,0.005382,-0.00302,0.001666
2011-02-18,-0.005513,-0.021602,0.009101,0.020297,0.007709
2011-02-22,-0.017369,-0.034088,-0.013793,-0.034145,-0.031536
2011-02-23,0.0,0.011843,-0.010221,-0.010759,0.001819
2011-02-24,0.006769,0.000759,-0.002174,0.002175,-0.00409
2011-02-25,-0.008218,0.015399,0.015251,0.021706,0.002004
2011-02-28,0.00113,0.014505,-0.004292,-0.001517,0.005508
2011-03-01,-0.015801,-0.011042,0.0,-0.037538,-0.020607
2011-03-02,-0.003154,0.008044,-0.003233,0.014369,5e-05
2011-03-03,0.004698,0.021129,0.001622,0.028254,0.014598
2011-03-04,-0.009447,0.001224,-0.007016,-0.007948,-0.014666
2011-03-07,-0.008959,-0.012889,-0.01087,-0.020296,-0.014918
2011-03-08,0.007387,0.001126,0.001099,0.020094,0.001099
2011-03-09,-0.000772,-0.009248,-0.005488,0.001374,-0.000912
2011-03-10,-0.01854,-0.016455,-0.011038,-0.030192,-0.019383
2011-03-11,0.010626,0.015346,0.001674,0.003459,-0.006186
2011-03-14,0.000389,0.00446,-0.005571,-0.010028,-0.011652
2011-03-15,-0.011678,-0.022995,-0.02577,-0.013295,-0.000754
2011-03-16,-0.023631,-0.04464,-0.019552,-0.03112,-0.021877
2011-03-17,-0.000403,0.01403,-0.002933,0.011589,0.007647
2011-03-18,0.000807,-0.011864,0.008235,0.006874,-0.000534
2011-03-21,0.021371,0.026098,0.01444,0.021375,0.027519
2011-03-22,-0.001382,0.0056,0.003595,-0.00931,0.001422
2011-03-23,0.009686,-0.005891,0.00745,0.009157,0.008384
2011-03-24,0.010572,0.017041,-0.012514,0.023241,0.008125
2011-03-25,-0.007361,0.019045,-0.004608,0.015557,-0.012183
2011-03-28,-0.008197,-0.003129,-0.005208,-0.002604,-0.007555
2011-03-29,0.003148,0.001484,0.018034,0.018584,0.011071
2011-03-30,0.004708,-0.006639,-0.006307,-0.003317,0.000189
2011-03-31,-0.00859,-0.000351,-0.010387,0.011573,0.008456
2011-04-01,0.003545,-0.011327,-0.006414,0.017573,0.00859
2011-04-04,0.002747,-0.009781,0.001174,0.003527,-0.006962
2011-04-05,0.009002,-0.006741,0.009379,-0.006444,-0.031633
2011-04-06,0.014352,-0.002508,0.049361,-0.010024,0.008944
2011-04-07,0.001912,0.000118,-0.008854,0.004169,0.010136
2011-04-08,-0.004962,-0.008933,-0.014517,-0.005338,-0.003172
2011-04-11,-0.003452,-0.012714,-0.010198,0.009094,-0.001366
2011-04-12,-0.013087,0.004837,-0.001717,-0.011396,-0.011708
2011-04-13,-0.00039,0.011222,-0.010895,0.008982,0.009937
2011-04-14,-0.008193,-0.011037,-0.004638,0.002967,0.00387
2011-04-15,-0.001967,-0.014921,-0.008154,0.011243,-0.082643
2011-04-18,-0.011431,0.013406,-0.017616,-0.016091,-0.007273
2011-04-19,0.002791,0.018111,-0.007173,0.001189,-0.010079
2011-04-20,0.024255,0.013467,0.019266,0.013068,0.008053
2011-04-21,-0.009317,0.024199,0.000591,0.018763,-0.001198
2011-04-25,0.003527,0.006595,0.009445,0.002302,-9.5e-05
2011-04-26,0.022647,-0.007334,0.024561,0.00402,0.014799
2011-04-27,0.007255,-0.000771,-0.018836,0.008007,0.009271
2011-04-28,0.01251,-0.00971,0.005817,0.001135,0.00039
2011-04-29,-0.029577,0.009748,0.013303,0.018986,0.011395
2011-05-02,-0.010031,-0.010996,0.003425,0.011402,-0.010182
2011-05-03,0.005846,0.005545,-0.00967,-0.006324,-0.008671
2011-05-04,0.009686,0.003935,0.003446,-0.024626,0.003559
2011-05-05,-0.010361,-0.008067,0.000572,-0.016454,-0.002837
2011-05-06,0.003102,-0.00026,0.004577,0.005769,0.001928
2011-05-09,-0.001546,0.002712,0.002278,0.009464,0.004446
2011-05-10,-0.006194,0.005322,0.010796,0.011932,0.009262
