date,GE
1950-10-27,0.007712
1950-10-28,0.0
1950-10-30,0.0
1950-10-31,-0.007653
1950-11-01,0.002571
1950-11-02,0.017949
1950-11-03,0.012595
1950-11-04,-0.007463
1950-11-06,-0.032582
1950-11-08,0.012953
1950-11-09,0.023499
1950-11-10,0.012755
1950-11-13,-0.005038
1950-11-14,0.007595
1950-11-15,0.005025
1950-11-16,-0.0025
1950-11-17,0.0
1950-11-18,-0.002506
1950-11-20,-0.005025
1950-11-21,0.002525
1950-11-22,0.007557
1950-11-24,0.0
1950-11-25,-0.0025
1950-11-27,0.0
1950-11-28,-0.02005
1950-11-29,-0.033248
1950-11-30,0.007937
1950-12-01,0.007874
1950-12-02,-0.015625
1950-12-04,-0.029101
1950-12-05,0.024523
1950-12-06,-0.00266
1950-12-07,0.002667
1950-12-08,0.015957
1950-12-09,0.010471
1950-12-11,0.012953
1950-12-12,-0.007673
1950-12-13,0.002062
1950-12-14,-0.015625
1950-12-15,0.005291
1950-12-16,0.005263
1950-12-18,0.005236
1950-12-19,0.010417
1950-12-20,0.010309
1950-12-21,-0.010204
1950-12-22,-0.015464
1950-12-26,-0.007853
1950-12-27,0.031662
1950-12-28,0.012788
1950-12-29,0.002525
1950-12-30,0.002519
1951-01-02,0.012563
1951-01-03,-0.014888
1951-01-04,0.007557
1951-01-05,0.0025
1951-01-06,0.007481
1951-01-08,0.0
1951-01-09,0.009901
1951-01-10,-0.012255
1951-01-11,0.022333
1951-01-12,0.007282
1951-01-13,0.0
1951-01-15,0.0
1951-01-16,0.004819
1951-01-17,0.004796
1951-01-18,0.0
1951-01-19,0.002387
1951-01-20,-0.002381
1951-01-22,-0.011933
1951-01-23,0.031401
1951-01-24,0.0
1951-01-25,-0.004684
1951-01-26,0.002353
1951-01-27,0.011737
1951-01-29,0.013921
1951-01-30,0.006865
1951-01-31,-0.009091
1951-02-01,0.0
1951-02-02,-0.006881
1951-02-03,0.004619
1951-02-05,0.002299
1951-02-06,-0.002294
1951-02-07,-0.004598
1951-02-08,0.002309
1951-02-09,0.004608
1951-02-10,-0.002294
1951-02-13,0.009195
1951-02-14,-0.013667
1951-02-15,0.004619
1951-02-16,0.002299
1951-02-17,-0.002294
1951-02-19,-0.002299
1951-02-20,0.002304
1951-02-21,0.0
1951-02-23,0.011494
1951-02-24,
1951-02-26,0.011364
1951-02-27,0.002247
1951-02-28,0.002242
1951-03-01,0.002237
1951-03-02,0.004464
1951-03-03,-0.004444
1951-03-05,-0.004464
1951-03-06,0.004484
1951-03-07,0.004464
1951-03-08,-0.002222
1951-03-09,-0.006682
1951-03-10,0.004484
1951-03-12,0.006696
1951-03-13,-0.028825
1951-03-14,-0.011416
1951-03-15,-0.002342
1951-03-16,0.018779
1951-03-17,-0.002304
1951-03-19,-0.004619
1951-03-20,0.00464
1951-03-21,-0.004619
1951-03-22,0.00464
1951-03-24,-0.004619
1951-03-26,0.00464
1951-03-27,0.002309
1951-03-28,-0.002304
1951-03-29,0.0
1951-03-30,0.009238
1951-03-31,0.0
1951-04-02,-0.011442
1951-04-03,0.006944
1951-04-04,-0.002299
1951-04-05,0.013825
1951-04-06,0.0
1951-04-07,0.004545
1951-04-09,-0.002262
1951-04-10,0.0
1951-04-11,-0.002268
1951-04-12,0.006818
1951-04-13,0.006772
1951-04-14,0.002242
1951-04-16,-0.002237
1951-04-17,0.002242
1951-04-18,0.004474
1951-04-19,-0.024499
1951-04-20,0.004566
1951-04-21,-0.004545
1951-04-23,0.009132
1951-04-24,-0.002262
1951-04-25,0.002268
1951-04-26,-0.002262
1951-04-27,0.00907
1951-04-28,-0.004494
1951-04-30,0.002257
1951-05-01,0.0
1951-05-02,0.004505
1951-05-03,0.004484
1951-05-04,0.0
1951-05-05,-0.004464
1951-05-07,0.002242
1951-05-08,0.002237
1951-05-09,0.0
1951-05-10,-0.006696
1951-05-11,-0.008989
1951-05-12,-0.002268
1951-05-14,0.002273
1951-05-15,-0.018141
1951-05-16,-0.004619
1951-05-17,0.00232
1951-05-18,-0.016204
1951-05-19,0.004706
1951-05-21,0.0
1951-05-22,-0.004684
1951-05-23,-0.011765
1951-05-24,-0.011905
1951-05-25,-0.007229
1951-05-26,0.007282
1951-05-28,0.019277
1951-05-29,0.01182
1951-05-31,0.002336
1951-06-01,-0.004662
1951-06-04,-0.009368
1951-06-05,0.007092
1951-06-06,0.023474
1951-06-07,0.004587
1951-06-08,-0.002283
1951-06-11,0.006865
1951-06-12,0.004545
1951-06-13,-0.006787
1951-06-14,0.011547
1951-06-15,0.011416
1951-06-18,-0.002257
1951-06-19,0.002262
1951-06-20,-0.011287
1951-06-21,-0.006849
1951-06-22,-0.002299
1951-06-25,-0.025346
1951-06-26,0.004728
1951-06-27,0.009412
1951-06-28,-0.009324
1951-06-29,-0.007059
1951-07-02,0.00237
1951-07-03,0.007092
1951-07-05,0.032864
1951-07-06,-0.011364
1951-07-09,0.011494
1951-07-10,-0.002273
1951-07-11,0.006834
1951-07-12,0.0
1951-07-13,0.004525
1951-07-16,-0.006757
1951-07-17,0.004535
1951-07-18,-0.006772
1951-07-19,0.0
1951-07-20,-0.011364
1951-07-23,0.006897
1951-07-24,0.013699
1951-07-25,-0.002252
1951-07-26,0.002257
1951-07-27,0.004505
1951-07-30,0.002242
1951-07-31,0.0
1951-08-01,0.011186
1951-08-02,0.015487
1951-08-03,0.002179
1951-08-06,0.013044
1951-08-07,-0.004292
1951-08-08,-0.012931
1951-08-09,0.004367
1951-08-10,0.006522
1951-08-13,0.00216
1951-08-14,-0.002155
1951-08-15,0.015119
1951-08-16,0.025532
1951-08-17,-0.002075
1951-08-20,-0.002079
1951-08-21,-0.002083
1951-08-22,-0.008351
1951-08-23,0.014737
1951-08-24,0.0
1951-08-27,-0.004149
1951-08-28,-0.014583
1951-08-29,0.004228
1951-08-30,0.004211
1951-08-31,0.0
1951-09-04,0.006289
1951-09-05,0.008333
1951-09-06,0.004132
1951-09-07,0.00823
1951-09-10,0.016327
1951-09-11,-0.004016
1951-09-12,0.0
1951-09-13,0.006048
1951-09-14,0.016032
1951-09-17,0.00789
1951-09-18,-0.003914
1951-09-19,0.005894
1951-09-20,-0.019763
1951-09-21,-0.024194
1951-09-24,-0.006198
1951-09-25,0.018711
1951-09-26,0.0
1951-09-27,0.0
1951-09-28,0.002041
1951-10-01,0.002037
1951-10-02,0.006098
1951-10-03,0.0
1951-10-04,0.0
1951-10-05,0.0
1951-10-06,-0.00404
1951-10-08,0.0
1951-10-09,-0.006085
1951-10-10,-0.010204
1951-10-11,0.012371
1951-10-13,-0.002037
1951-10-15,0.010204
1951-10-16,-0.012121
1951-10-17,0.0
1951-10-18,-0.006135
1951-10-19,-0.047325
1951-10-20,-0.017279
1951-10-22,-0.030769
1951-10-23,0.022676
1951-10-24,0.0
1951-10-25,-0.011087
1951-10-26,-0.013453
1951-10-27,-0.018182
1951-10-29,0.011574
1951-10-30,0.011442
1951-10-31,0.0181
1951-11-01,0.002222
1951-11-02,-0.008869
1951-11-03,-0.011186
1951-11-05,-0.004525
1951-11-07,-0.006818
1951-11-08,0.016018
1951-11-09,0.011261
1951-11-10,0.002227
1951-11-13,0.004444
1951-11-14,-0.002212
1951-11-15,-0.008869
1951-11-16,0.002237
1951-11-17,0.0
1951-11-19,-0.011161
1951-11-20,0.004515
1951-11-21,0.004494
1951-11-23,-0.002237
1951-11-24,-0.002242
1951-11-26,-0.002247
1951-11-27,0.0
1951-11-28,0.002252
1951-11-29,-0.002247
1951-11-30,0.009009
1951-12-01,-0.004464
1951-12-03,0.013453
1951-12-04,0.0
1951-12-05,-0.002212
1951-12-06,0.011087
1951-12-07,0.006579
1951-12-08,0.0
1951-12-10,0.008715
1951-12-11,-0.012959
1951-12-12,0.008753
1951-12-13,0.002169
1951-12-14,-0.004329
1951-12-15,-0.004348
1951-12-17,0.004367
1951-12-18,0.008696
1951-12-19,0.012931
1951-12-20,-0.00431
1951-12-21,0.0
1951-12-22,-0.002165
1951-12-24,-0.002169
1951-12-26,-0.013044
1951-12-27,0.019824
1951-12-28,0.012959
1951-12-29,0.0
1951-12-31,0.014925
1952-01-02,-0.002101
1952-01-03,0.002105
1952-01-04,0.002101
1952-01-05,0.0
1952-01-07,0.0
1952-01-08,-0.002096
1952-01-09,-0.006303
1952-01-10,0.002114
1952-01-11,0.00211
1952-01-12,-0.004211
1952-01-14,0.004228
1952-01-15,-0.008421
1952-01-16,0.002123
1952-01-17,-0.002119
1952-01-18,0.002123
1952-01-19,0.004237
1952-01-21,0.004219
1952-01-22,0.004202
1952-01-23,-0.004184
1952-01-24,0.002101
1952-01-25,-0.002096
1952-01-26,-0.004202
1952-01-28,0.00211
1952-01-29,0.004211
1952-01-30,-0.018868
1952-01-31,-0.004274
1952-02-01,0.0
1952-02-02,-0.002146
1952-02-04,-0.017204
1952-02-05,-0.017506
1952-02-06,0.006682
1952-02-07,0.002212
1952-02-08,0.011038
1952-02-09,0.002183
1952-02-11,-0.004357
1952-02-13,0.002188
1952-02-14,-0.004367
1952-02-15,-0.004386
1952-02-16,0.002203
1952-02-18,-0.004396
1952-02-19,-0.015453
1952-02-20,-0.024664
1952-02-21,0.011494
1952-02-23,0.004545
1952-02-25,0.006787
1952-02-26,-0.01573
1952-02-27,0.004566
1952-02-28,0.0
1952-02-29,0.002273
1952-03-01,-0.004535
1952-03-03,0.01139
1952-03-04,0.015766
1952-03-05,0.008869
1952-03-06,-0.006593
1952-03-07,-0.006637
1952-03-08,0.0
1952-03-10,-0.006682
1952-03-11,0.002242
1952-03-12,-0.002237
1952-03-13,0.03139
1952-03-14,0.015217
1952-03-15,0.010707
1952-03-17,-0.006356
1952-03-18,0.008529
1952-03-19,-0.004283
1952-03-20,0.015054
1952-03-21,-0.006356
1952-03-22,-0.006397
1952-03-24,-0.006438
1952-03-25,0.0
1952-03-26,0.00216
1952-03-27,0.006466
1952-03-28,0.010707
1952-03-29,0.004237
1952-03-31,0.0
1952-04-01,-0.014768
1952-04-02,-0.010707
1952-04-03,-0.004329
1952-04-04,-0.006522
1952-04-05,-0.004376
1952-04-07,-0.008791
1952-04-08,0.002217
1952-04-09,0.0
1952-04-10,0.004425
1952-04-12,0.004405
1952-04-14,-0.004386
1952-04-15,-0.011013
1952-04-16,-0.006682
1952-04-17,-0.002242
1952-04-18,-0.002247
1952-04-19,0.006757
1952-04-21,0.022371
1952-04-22,-0.008753
1952-04-23,-0.00883
1952-04-24,0.002227
1952-04-25,0.02
1952-04-26,0.006536
1952-04-28,0.0
1952-04-29,-0.008658
1952-04-30,-0.004367
1952-05-01,-0.002193
1952-05-02,0.01978
1952-05-03,0.0
1952-05-05,0.006466
1952-05-06,-0.002141
1952-05-07,0.0
1952-05-08,-0.002146
1952-05-09,0.012903
1952-05-10,-0.002123
1952-05-12,0.0
1952-05-13,0.002128
1952-05-14,-0.004246
1952-05-15,-0.006397
1952-05-16,0.006438
1952-05-17,0.0
1952-05-19,0.004264
1952-05-20,0.008493
1952-05-21,0.0
1952-05-22,0.008421
1952-05-23,-0.008351
1952-05-24,0.004211
1952-05-26,0.002096
1952-05-27,-0.002092
1952-05-28,-0.002096
1952-05-29,0.002101
1952-06-02,0.002096
1952-06-03,-0.004184
1952-06-04,0.004202
1952-06-05,-0.002092
1952-06-06,0.006289
1952-06-09,-0.002083
1952-06-10,-0.010438
1952-06-11,0.006329
1952-06-12,0.004193
1952-06-13,-0.006263
1952-06-16,0.008403
1952-06-17,0.008333
1952-06-18,0.004184
1952-06-19,-0.002083
1952-06-20,0.004175
1952-06-23,-0.010395
1952-06-24,0.008403
1952-06-25,0.00625
1952-06-26,0.008282
1952-06-27,0.018481
1952-06-30,0.014113
1952-07-01,0.0
1952-07-02,-0.001988
1952-07-03,0.001992
1952-07-07,0.001988
1952-07-08,-0.003968
1952-07-09,-0.005976
1952-07-10,0.002004
1952-07-11,0.004
1952-07-14,0.005976
1952-07-15,0.011881
1952-07-16,-0.013699
1952-07-17,-0.009921
1952-07-18,-0.022044
1952-07-21,0.018443
1952-07-22,-0.004024
1952-07-23,0.00202
1952-07-24,0.020161
1952-07-25,-0.011858
1952-07-28,0.002
1952-07-29,0.003992
1952-07-30,0.005964
1952-07-31,-0.003953
1952-08-01,0.003968
1952-08-04,-0.003953
1952-08-05,0.0
1952-08-06,0.001984
1952-08-07,0.005941
1952-08-08,0.005906
1952-08-11,0.001957
1952-08-12,-0.003906
1952-08-13,0.001961
1952-08-14,-0.005871
1952-08-15,0.003937
1952-08-18,-0.017647
1952-08-19,0.003992
1952-08-20,0.0
1952-08-21,0.001988
1952-08-22,0.0
1952-08-25,-0.005952
1952-08-26,0.007984
1952-08-27,-0.00198
1952-08-28,0.0
1952-08-29,0.001984
1952-09-02,0.00396
1952-09-03,0.003945
1952-09-04,0.003929
1952-09-05,0.001957
1952-09-08,-0.003906
1952-09-09,-0.011765
1952-09-10,0.0
1952-09-11,0.007937
1952-09-12,0.0
1952-09-15,-0.011811
1952-09-16,-0.001992
1952-09-17,0.00404
1952-09-18,-0.012072
1952-09-19,-0.00611
1952-09-22,0.022541
1952-09-23,0.01002
1952-09-24,0.001984
1952-09-25,0.00396
1952-09-26,-0.001972
1952-09-29,0.001976
1952-09-30,-0.001972
1952-10-01,0.001976
1952-10-02,0.005917
1952-10-03,-0.001961
1952-10-06,-0.001965
1952-10-07,0.003937
1952-10-08,0.003922
1952-10-09,-0.005859
1952-10-10,0.0
1952-10-14,0.003929
1952-10-15,-0.02544
1952-10-16,-0.006024
1952-10-17,0.018182
1952-10-20,-0.003968
1952-10-21,-0.013944
1952-10-22,-0.014141
1952-10-23,0.008197
1952-10-24,0.00813
1952-10-27,-0.002016
1952-10-28,0.00202
1952-10-29,-0.004032
1952-10-30,0.0
1952-10-31,0.008097
1952-11-03,0.01004
1952-11-05,0.013917
1952-11-06,0.035294
1952-11-07,0.001894
1952-11-10,0.00189
1952-11-12,0.0
1952-11-13,0.020755
1952-11-14,0.007394
1952-11-17,0.009174
1952-11-18,0.014546
1952-11-19,0.0
1952-11-20,0.001792
1952-11-21,-0.005367
1952-11-24,0.003597
1952-11-25,0.0
1952-11-26,0.0
1952-11-28,0.007168
1952-12-01,-0.003559
1952-12-02,-0.005357
1952-12-03,0.003591
1952-12-04,-0.003578
1952-12-05,0.005386
1952-12-08,0.014286
1952-12-09,0.003521
1952-12-10,0.008772
1952-12-11,0.0
1952-12-12,0.003478
1952-12-15,0.003466
1952-12-16,0.003454
1952-12-17,-0.003478
1952-12-18,-0.005236
1952-12-19,0.003509
1952-12-22,-0.005245
1952-12-23,-0.005272
1952-12-24,-0.0053
1952-12-26,0.01421
1952-12-29,0.0
1952-12-30,-0.001751
1952-12-31,0.021053
1953-01-02,-0.003436
1953-01-05,0.010345
1953-01-06,-0.011945
1953-01-07,-0.001727
1953-01-08,-0.00692
1953-01-09,-0.017422
1953-01-12,-0.021277
1953-01-13,0.0
1953-01-14,0.012681
1953-01-15,0.0
1953-01-16,0.001789
1953-01-19,-0.0125
1953-01-20,0.0217
1953-01-21,-0.00531
1953-01-22,0.0
1953-01-23,-0.003559
1953-01-26,-0.005357
1953-01-27,0.003591
1953-01-28,-0.001789
1953-01-29,-0.008961
1953-01-30,-0.001808
1953-02-02,-0.003623
1953-02-03,0.005455
1953-02-04,0.005425
1953-02-05,-0.007194
1953-02-06,-0.005435
1953-02-09,-0.003643
1953-02-10,-0.001828
1953-02-11,0.003663
1953-02-13,-0.00365
1953-02-16,-0.003663
1953-02-17,-0.001838
1953-02-18,-0.007366
1953-02-19,0.003711
1953-02-20,-0.001848
1953-02-24,0.005556
1953-02-25,0.005525
1953-02-26,0.001832
1953-02-27,0.009141
1953-03-02,0.005435
1953-03-03,0.016216
1953-03-04,-0.012411
1953-03-05,0.001795
1953-03-06,0.003584
1953-03-09,0.010714
1953-03-10,0.010601
1953-03-11,0.01049
1953-03-12,0.0
1953-03-13,0.00519
1953-03-16,0.005164
1953-03-17,0.005137
1953-03-18,-0.001721
1953-03-19,0.006897
1953-03-20,0.0
1953-03-23,-0.011986
1953-03-24,-0.001733
1953-03-25,0.003472
1953-03-26,-0.00692
1953-03-27,0.006969
1953-03-30,-0.032872
1953-03-31,-0.019678
1953-04-01,0.007299
1953-04-02,0.003623
1953-04-06,-0.030686
1953-04-07,0.01676
1953-04-08,0.012821
1953-04-09,-0.005425
1953-04-10,0.009091
1953-04-13,-0.003604
1953-04-14,0.005425
1953-04-15,0.007194
1953-04-16,-0.008929
1953-04-17,-0.005405
1953-04-20,0.005435
1953-04-21,0.005405
1953-04-22,-0.001792
1953-04-23,-0.012567
1953-04-24,0.001818
1953-04-27,0.010889
1953-04-28,0.005386
1953-04-29,0.007143
1953-04-30,-0.001773
1953-05-01,0.015986
1953-05-04,0.006993
1953-05-05,0.0
1953-05-06,0.0
1953-05-07,-0.005208
1953-05-08,0.017452
1953-05-11,0.005146
1953-05-12,-0.001706
1953-05-13,0.001709
1953-05-14,0.011945
1953-05-15,0.008432
1953-05-18,0.001672
1953-05-19,-0.010017
1953-05-20,0.005059
1953-05-21,0.005034
1953-05-22,-0.003339
1953-05-25,0.0
1953-05-26,-0.0067
1953-05-27,-0.011804
1953-05-28,-0.011945
1953-05-29,-0.003454
1953-06-01,-0.015598
1953-06-02,0.003521
1953-06-03,-0.003509
1953-06-04,-0.014085
1953-06-05,0.017857
1953-06-08,0.0
1953-06-09,-0.026316
1953-06-10,-0.007207
1953-06-11,0.00363
1953-06-12,0.009042
1953-06-15,-0.005376
1953-06-16,-0.001802
1953-06-17,0.020073
1953-06-18,-0.005367
1953-06-19,0.0
1953-06-22,0.0
1953-06-23,0.008993
1953-06-24,0.0
1953-06-25,0.016043
1953-06-26,-0.003509
1953-06-29,0.0
1953-06-30,0.0
1953-07-01,0.014085
1953-07-02,0.010417
1953-07-03,-0.008591
1953-07-06,0.006932
1953-07-07,0.006885
1953-07-08,0.005128
1953-07-09,0.0
1953-07-10,-0.003401
1953-07-13,-0.023891
1953-07-14,0.005245
1953-07-15,0.001739
1953-07-16,0.010417
1953-07-17,0.006873
1953-07-20,-0.015358
1953-07-21,-0.005199
1953-07-22,-0.001742
1953-07-23,0.001745
1953-07-24,-0.003484
1953-07-27,-0.001748
1953-07-28,0.005254
1953-07-29,0.003484
1953-07-30,0.010417
1953-07-31,0.006873
1953-08-03,0.005119
1953-08-04,0.0
1953-08-05,0.0
1953-08-06,-0.003396
1953-08-07,-0.003407
1953-08-10,0.0
1953-08-11,0.001709
1953-08-12,0.023891
1953-08-13,0.001667
1953-08-14,0.008319
1953-08-17,0.019802
1953-08-18,-0.014563
1953-08-19,-0.003284
1953-08-20,0.001647
1953-08-21,0.0
1953-08-24,-0.008224
1953-08-25,-0.011609
1953-08-26,-0.013423
1953-08-27,-0.001701
1953-08-28,-0.003407
1953-08-31,-0.032479
1953-09-01,0.015901
1953-09-02,0.006957
1953-09-03,-0.005181
1953-09-04,0.010417
1953-09-08,0.003436
1953-09-09,-0.003425
1953-09-10,-0.001718
1953-09-11,-0.024096
1953-09-14,-0.0194
1953-09-15,0.010791
1953-09-16,0.007194
1953-09-17,0.001786
1953-09-18,-0.008913
1953-09-21,-0.008993
1953-09-22,0.019964
1953-09-23,0.012456
1953-09-24,0.0
1953-09-25,0.019332
1953-09-28,0.012069
1953-09-29,-0.001704
1953-09-30,0.0
1953-10-01,0.013652
1953-10-02,0.011785
1953-10-05,-0.009983
1953-10-06,-0.003361
1953-10-07,0.01855
1953-10-08,0.0
1953-10-09,0.008278
1953-10-13,-0.003284
1953-10-14,0.0
1953-10-15,0.039539
1953-10-16,-0.004754
1953-10-19,0.004777
1953-10-20,0.014263
1953-10-21,-0.010938
1953-10-22,0.004739
1953-10-23,-0.003145
1953-10-26,-0.006309
1953-10-27,0.006349
1953-10-28,0.012618
1953-10-29,0.020249
1953-10-30,-0.003053
1953-11-02,0.007657
1953-11-04,0.009119
1953-11-05,0.004518
1953-11-06,-0.004498
1953-11-09,0.010542
1953-11-10,-0.007452
1953-11-12,-0.001502
1953-11-13,0.004566
1953-11-16,-0.015152
1953-11-17,-0.010769
1953-11-18,0.00311
1953-11-19,0.007752
1953-11-20,0.021539
1953-11-23,-0.003012
1953-11-24,0.036254
1953-11-25,0.007289
1953-11-27,0.039074
1953-11-30,-0.002786
1953-12-01,-0.002793
1953-12-02,0.018207
1953-12-03,0.001376
1953-12-04,-0.010989
1953-12-07,-0.011111
1953-12-08,-0.014045
1953-12-09,0.001425
1953-12-10,-0.004267
1953-12-11,-0.004286
1953-12-14,-0.007174
1953-12-15,0.017341
1953-12-16,0.027299
1953-12-17,-0.008392
1953-12-18,0.004231
1953-12-21,0.005618
1953-12-22,-0.019553
1953-12-23,0.0
1953-12-24,0.0
1953-12-28,-0.008547
1953-12-29,-0.008621
1953-12-30,0.004348
1953-12-31,0.010101
1954-01-04,0.008571
1954-01-05,0.004249
1954-01-06,0.004231
1954-01-07,-0.011236
1954-01-08,0.004261
1954-01-11,-0.008487
1954-01-12,0.012839
1954-01-13,0.001408
1954-01-14,0.009845
1954-01-15,0.002786
1954-01-18,-0.011111
1954-01-19,0.008427
1954-01-20,0.006964
1954-01-21,-0.001383
1954-01-22,-0.001385
1954-01-25,0.016644
1954-01-26,0.020464
1954-01-27,0.0
1954-01-28,0.001337
1954-01-29,-0.006676
1954-02-01,-0.002688
1954-02-02,-0.001348
1954-02-03,0.008097
1954-02-04,0.006693
1954-02-05,-0.00266
1954-02-08,-0.008
1954-02-09,0.0
1954-02-10,-0.008065
1954-02-11,0.028455
1954-02-12,0.019763
1954-02-15,-0.011628
1954-02-16,-0.018301
1954-02-17,0.011984
1954-02-18,0.031579
1954-02-19,-0.01148
1954-02-23,-0.003871
1954-02-24,-0.002591
1954-02-25,0.002597
1954-02-26,0.040155
1954-03-01,0.034869
1954-03-02,-0.012034
1954-03-03,-0.001218
1954-03-04,-0.006098
1954-03-05,-0.001227
1954-03-08,0.002457
1954-03-09,0.0
1954-03-10,-0.007353
1954-03-11,0.004938
1954-03-12,-0.001229
1954-03-15,-0.00123
1954-03-16,-0.001232
1954-03-17,-0.002491
1954-03-18,0.0
1954-03-19,0.002497
1954-03-22,0.013699
1954-03-23,-0.002457
1954-03-24,-0.006158
1954-03-25,0.004957
1954-03-26,0.006165
1954-03-29,0.019608
1954-03-30,0.008413
1954-03-31,0.01907
1954-04-01,0.023392
1954-04-02,-0.003429
1954-04-05,0.0
1954-04-06,-0.019495
1954-04-07,0.0
1954-04-08,0.011696
1954-04-09,0.0
1954-04-12,0.003468
1954-04-13,-0.004608
1954-04-14,0.016204
1954-04-15,0.009112
1954-04-19,0.013544
1954-04-20,-0.006682
1954-04-21,0.003363
1954-04-22,0.01676
1954-04-23,0.002198
1954-04-26,0.006579
1954-04-27,0.017429
1954-04-28,0.014989
1954-04-29,0.031646
1954-04-30,0.00818
1954-05-03,-0.008114
1954-05-04,-0.02454
1954-05-05,-0.001048
1954-05-06,-0.005247
1954-05-07,0.007384
1954-05-10,-0.009424
1954-05-11,-0.006342
1954-05-12,-0.009574
1954-05-13,-0.005371
1954-05-14,-0.008639
1954-05-17,-0.004357
1954-05-18,0.0
1954-05-19,0.004376
1954-05-20,0.006536
1954-05-21,0.035714
1954-05-24,0.00209
1954-05-25,-0.01147
1954-05-26,-0.00211
1954-05-27,-0.005285
1954-05-28,-0.002125
1954-06-01,0.009585
1954-06-02,-0.012658
1954-06-03,0.005342
1954-06-04,-0.008502
1954-06-07,0.002144
1954-06-08,-0.013904
1954-06-09,0.003254
1954-06-10,0.005405
1954-06-11,0.009677
1954-06-14,0.01278
1954-06-15,0.028391
1954-06-16,0.039877
1954-06-17,0.011799
1954-06-18,0.0
1954-06-21,0.020408
1954-06-22,0.029143
1954-06-23,0.019608
1954-06-24,0.032967
1954-06-25,0.013298
1954-06-28,0.007874
1954-06-29,-0.015625
1954-06-30,-0.026455
1954-07-01,0.008152
1954-07-02,0.008086
1954-07-06,0.018717
1954-07-07,-0.007874
1954-07-08,-0.018519
1954-07-09,0.002695
1954-07-12,-0.008065
1954-07-13,-0.01897
1954-07-14,-0.005525
1954-07-15,-0.002778
1954-07-16,-0.019499
1954-07-19,-0.002841
1954-07-20,0.002849
1954-07-21,0.0
1954-07-22,0.022727
1954-07-23,-0.002778
1954-07-26,-0.008357
1954-07-27,0.002809
1954-07-28,-0.008403
1954-07-29,-0.002825
1954-07-30,-0.002833
1954-08-02,0.005682
1954-08-03,0.028249
1954-08-04,0.013736
1954-08-05,-0.00271
1954-08-06,-0.027174
1954-08-09,-0.002793
1954-08-10,-0.002801
1954-08-11,0.002809
1954-08-12,-0.002801
1954-08-13,-0.005618
1954-08-16,0.0
1954-08-17,-0.008475
1954-08-18,0.008547
1954-08-19,0.011299
1954-08-20,0.0
1954-08-23,-0.02514
1954-08-24,0.0
1954-08-25,0.002865
1954-08-26,-0.002857
1954-08-27,-0.005731
1954-08-30,-0.028818
1954-08-31,-0.014837
1954-09-01,0.024096
1954-09-02,0.005882
1954-09-03,0.01462
1954-09-07,0.005764
1954-09-08,-0.008596
1954-09-09,-0.00289
1954-09-10,-0.002899
1954-09-13,0.008721
1954-09-14,0.002882
1954-09-15,-0.002874
1954-09-16,-0.011527
1954-09-17,0.011662
1954-09-20,0.011527
1954-09-21,0.023362
1954-09-22,-0.002809
1954-09-23,-0.005634
1954-09-24,0.0
1954-09-27,-0.002833
1954-09-28,-0.005682
1954-09-29,0.002857
1954-09-30,-0.002849
1954-10-01,-0.002857
1954-10-04,0.008596
1954-10-05,-0.008523
1954-10-06,0.0
1954-10-07,-0.014327
1954-10-08,0.005814
1954-10-11,-0.011561
1954-10-12,0.002924
1954-10-13,-0.011662
1954-10-14,-0.00885
1954-10-15,-0.002976
1954-10-18,-0.002985
1954-10-19,0.0
1954-10-20,0.008982
1954-10-21,0.0
1954-10-22,0.020772
1954-10-25,0.002907
1954-10-26,-0.002899
1954-10-27,-0.011628
1954-10-28,0.002941
1954-10-29,-0.01173
1954-11-01,0.005935
1954-11-03,0.032448
1954-11-04,0.011429
1954-11-05,-0.011299
1954-11-08,0.008571
1954-11-09,0.008499
1954-11-10,-0.002809
1954-11-11,0.002817
1954-11-12,0.008427
1954-11-15,-0.002786
1954-11-16,0.01676
1954-11-17,0.005495
1954-11-18,-0.013661
1954-11-19,-0.00277
1954-11-22,0.011111
1954-11-23,0.008242
1954-11-24,-0.008174
1954-11-26,0.010989
1954-11-29,0.0
1954-11-30,-0.005435
1954-12-01,-0.005464
1954-12-02,0.010989
1954-12-03,0.0
1954-12-06,0.01087
1954-12-07,0.0
1954-12-08,0.0
1954-12-09,-0.010753
1954-12-10,-0.008152
1954-12-13,-0.00274
1954-12-14,-0.007692
1954-12-15,0.00838
1954-12-16,0.0
1954-12-17,0.019391
1954-12-20,0.008152
1954-12-21,-0.002695
1954-12-22,-0.005405
1954-12-23,-0.013587
1954-12-27,-0.008264
1954-12-28,0.008333
1954-12-29,0.008264
1954-12-30,0.005464
1954-12-31,0.016304
1955-01-03,0.032086
1955-01-04,0.036269
1955-01-05,-0.04
1955-01-06,0.002604
1955-01-07,0.020779
1955-01-10,0.045802
1955-01-11,-0.002433
1955-01-12,-0.012195
1955-01-13,-0.007407
1955-01-14,-0.007463
1955-01-17,-0.0401
1955-01-18,0.015666
1955-01-19,0.010283
1955-01-20,0.002545
1955-01-21,-0.01269
1955-01-24,0.002571
1955-01-25,-0.002564
1955-01-26,0.0
1955-01-27,0.0
1955-01-28,0.012854
1955-01-31,0.010152
1955-02-01,0.0
1955-02-02,0.005025
1955-02-03,-0.0025
1955-02-04,0.002506
1955-02-07,0.0075
1955-02-08,0.002481
1955-02-09,0.007426
1955-02-10,0.012285
1955-02-11,-0.007282
